SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site13,BE,Antwerp Deurne,134.98,118.65,78.78,112.59,99.37,76.53,93.04,110.8,95.38,101.99
site14,BE,Antwerp Zuid,159.43,168.51,131.1,151.4,163.61,153.64,188.63,153.01,164.32,159.47
site17,BE,Brussels,37.56,42.43,27.36,37.22,35.94,52.36,39.07,35.78,41.15,38.85
site24,CH,Basel,0,0,0,0,0,0,0,0,0,0
site25,CH,Berne,36.34,30.33,26.41,30.68,45.19,30.58,31.81,31.03,34.57,33.05
site26,CH,Geneva,14.88,65.18,70.98,69.44,18.39,16.32,17.52,50.35,30.42,38.96
site30,CH,Zurich,0,0,0,0,0,0,0,0,0,0
site34,CZ,Budweis,16.6,25.31,17.46,7.46,23.31,25.27,25.52,19.79,20.39,20.13
site37,CZ,Prague,31.19,33.2,31.47,29.38,38.35,33.51,29.73,31.96,32.74,32.41
site55,ES,Barcelona,14,10.59,11.59,11.41,14.94,14.36,16.72,12.06,14.36,13.37
site56,ES,Castellon,0,0,0,0,0,0,0,0,0,0
site59,ES,Santiago,0,0,0,0,0,0,0,0,0,0
site62,FI,Helsinki,48.78,42.43,40.91,42.54,42.16,59.08,30.21,44.04,43.5,43.73
site85,FI,Turku,24.22,39.61,43.73,58.09,52.48,45.69,41.43,35.86,49.42,43.61
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site98,HR,Zagreb,9.12,8.75,8.4,7.25,16.32,20.35,14.76,8.76,14.67,12.13
site101,IT,Milan,0,0,0,0,0,0,0,0,0,0
site107,NL,Amsterdam,35.57,27.69,22.55,24.58,30.11,35.5,17.15,28.6,26.83,27.59
site108,NL,Eindhoven,649.09,493.11,310.65,863.53,258.42,167.92,174.52,484.28,366.1,416.75
site111,NL,Utrecht,44.42,42.52,38.51,44.26,48.55,48,60.42,41.82,50.31,46.67
site112,NO,Oslo,96.33,74.79,59.25,116.69,128.58,,55.86,76.79,100.38,88.58
site120,SE,Gothenburg,80.61,79.52,75.15,86.73,75.8,87.16,124.98,78.43,93.67,87.14
site125,SE,Umea,0,0,0,0,0,0,0,0,0,0
