SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site3,AT,Innsbruck,2.35,2.71,2.58,5.05,3.04,2.4,1.91,2.32,3.27,2.86
site14,BE,Antwerp Zuid,22.17,18.53,26.19,24.53,20.24,21.72,22.83,21.18,23.17,22.32
site15,BE,Boom,0,0,0,0,0,0,0,0,0,0
site17,BE,Brussels,5.62,6.61,7.21,6.77,6.92,7.64,6.84,6.36,7.13,6.8
site19,BE,Koksijde,0,0,0,0,0,0,0,0,0,0
site20,BE,Merchtem,0,0,0,0,0,0,0,0,0,0
site22,BE,Oostende,0,0,0,0,0,0,0,0,0,0
site23,BE,Ruisbroek (Puurs),0,0,0,0,0,0,0,0,0,0
site24,CH,Basel,30.23,42.87,,35.83,37.44,35.62,40.27,37.79,36.29,37.04
site25,CH,Berne,23.36,15.26,24.15,29.13,25.66,35.05,27.41,22.01,28.5,25.72
site26,CH,Geneva,18.17,17.72,19.69,21.34,17.29,19.28,13.22,16.37,19.4,18.1
site29,CH,St. Gallen Hofen,8.78,5.02,6.57,13.49,3.95,5.27,8.78,7.53,7.32,7.41
site30,CH,Zurich,59.22,54.88,57.78,68.43,60.79,65.81,67.4,60.5,63.2,62.04
site31,CY,Limassol,83.02,73.49,64.62,107.71,102.26,83.81,101.15,85.89,89.6,88.01
site32,CY,Nicosia,44.13,49.24,43.89,40.93,45.27,40.17,43.14,45.5,42.56,43.82
site33,CZ,Brno,166.82,159.41,169.01,271.63,197.16,154.33,181.31,169.18,198.03,185.67
site34,CZ,Budweis,211.16,214.57,189.33,200.79,205.9,192.36,186.99,204.24,197.09,200.16
site38,DE,Berlin (4),17.15,22.52,14.66,12.85,13.32,8.97,15.21,18.3,12.45,14.95
site39,DE,Chemnitz,221.41,330.39,223.8,223.9,246.22,224.02,214.22,255.34,229.49,240.57
site40,DE,Dortmund,0,0,0,0,0,0,0,0,0,0
site41,DE,Dresden,191.77,175.81,199.62,159.42,193.21,171.55,169.88,179.15,180.95,180.18
site42,DE,Dülmen,0,0,0,0,0,0,0,0,0,0
site43,DE,Erfurt,180.37,238.9,217.01,241.13,225.72,195.94,179.52,199.6,219.95,211.23
site44,DE,Frankfurt (3),7.69,8.42,8.8,10.13,9.28,7.66,7.44,7.85,8.97,8.49
site45,DE,Hamburg (2),3.52,3.71,4.56,3.39,3.72,3.14,3.12,3.45,3.7,3.59
site46,DE,Hannover (2),2.95,1.7,1.42,0.94,1.57,1.87,1.59,2.08,1.45,1.72
site47,DE,Magdeburg,87.02,73.42,85.28,93.91,92.93,82.6,81.24,80.56,88.68,85.2
site48,DE,Mainz,3.55,3.24,3.21,0.99,1.02,1.1,1.12,2.64,1.58,2.03
site49,DE,Munich Gut_Grosslappen,9.11,7.3,6.87,8.97,9.58,6.86,7.98,8.13,8.07,8.1
site50,DE,Nuremberg,75.19,66.59,108.38,117.42,115.05,99.52,81.23,74.34,110.09,94.77
site51,DE,Rostock,2.8,3.65,1.03,2.43,3.19,3.04,1.81,2.76,2.42,2.57
site52,DE,Saarbrucken (2),0,0,0,0,0,0,0,0,0,0
site53,DE,Stuttgart,5.82,5.49,6.65,6.36,,5.37,5.5,5.6,6.13,5.86
site55,ES,Barcelona,49.68,48.82,48.19,51.35,46.99,51.82,45.83,48.11,49.59,48.95
site56,ES,Castellon,0,0,0,0,0,0,0,0,0,0
site57,ES,Madrid VdlV,9.97,11.35,10.28,11.13,5.87,14.76,20.69,14.01,10.51,12.01
site59,ES,Santiago,0,0,0,0,0,0,0,0,0,0
site60,ES,Valencia (3),6.93,6.64,7.22,6.48,6.22,6.17,7.36,6.98,6.52,6.72
site61,FI,Espoo,48.44,46.77,49.6,42.41,39.37,28.49,26.44,40.55,39.97,40.22
site62,FI,Helsinki,42.05,47.19,51.69,52.68,52.42,41.37,34.62,41.29,49.54,46
site84,FI,Tampere,27.7,24.54,18.66,29.71,28.83,24.34,20.44,24.23,25.39,24.89
site85,FI,Turku,12.14,4.28,20.44,23.99,28.6,21.96,11.75,9.39,23.75,17.59
site88,FR,Bordeaux I,0,0,0,0,0,0,0,0,0,0
site89,FR,Fort-de-France P,0,0,0,0,0,0,0,0,0,0
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site91,FR,Paris South Suburbs,0,0,0,0,0,0,0,0,0,0
site92,GB,Bristol,0.12,0.11,0.1,2.14,3.6,0.08,0.08,0.1,1.48,0.89
site94,GR,Athens,,3.99,3.22,,4.51,3.86,3.56,3.77,3.86,3.98
site98,HR,Zagreb,0,0,0,0,0,0,0,0,0,0
site101,IT,Milan,8.7,8.28,10.78,11.08,13.32,10.25,8.11,8.36,11.36,10.07
site104,LT,Vilnius,37.92,39.3,41.68,37.74,41.98,41.29,37.91,38.38,40.67,39.69
site107,NL,Amsterdam,15.06,13.18,11.74,16.62,12.75,15.73,12.97,13.74,14.21,14.01
site108,NL,Eindhoven,0,0,0,0,0,0,0,0,0,0
site109,NL,Nieuwegein Ijssel.,0,0,0,0,0,0,0,0,0,0
site110,NL,Oudewater,0,0,0,0,0,0,0,0,0,0
site111,NL,Utrecht,0,0,0,0,0,0,0,0,0,0
site112,NO,Oslo,79.47,118.63,65.74,65.74,65.74,104.11,148.28,115.46,75.34,92.53
site113,PL,Krakow P,0.33,0.45,,,0.59,0.66,0.55,0.44,0.63,0.5
site114,PT,Almada,0.62,0.67,0.59,1.99,0.61,0.76,0.71,0.67,0.99,0.85
site115,PT,Lisbon,0,0,0,0,0,0,,0,0,0
