SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site1,AT,Graz,5.04,4.37,2.68,9.9,5.3,5.67,6.78,5.4,5.89,5.68
site2,AT,Hall-Wattens,3.61,4.17,3.52,3.28,2.95,1.95,1.87,3.22,2.92,3.05
site3,AT,Innsbruck,2.23,1.83,1.89,1.68,2.33,1.42,2.02,2.03,1.83,1.91
site4,AT,Kapfenberg,1.81,1.78,1.24,0.46,0.36,2.99,2.88,2.16,1.26,1.65
site7,AT,Mürzzuschlag,0,0,0,0,0,0,0,0,0,0
site8,AT,Purgstall,0.79,0.41,0.44,2.85,1.61,1.05,3.21,1.47,1.49,1.48
site9,AT,Region Millstattersee,0,0,0,0,0,0,0,0,0,0
site11,AT,Wasserverband Hofsteig,1.45,2.01,1.85,0.81,1.56,1.9,1.8,1.75,1.53,1.62
site14,BE,Antwerp Zuid,24.09,41.61,24.46,22.99,26.88,23.56,39.3,35,24.47,28.98
site15,BE,Boom,9.3,13.97,12.02,14.98,9.75,8.34,23.92,15.73,11.27,13.18
site17,BE,Brussels,7.88,8.58,11.19,11.76,8.2,11.7,9.5,8.65,10.71,9.83
site19,BE,Koksijde,1.02,0.63,1.61,1.44,0.98,0.29,6.7,2.79,1.08,1.81
site22,BE,Oostende,1.33,1.28,1.31,3.23,1.61,1.11,1.16,1.26,1.82,1.58
site24,CH,Basel,31.66,40.56,34.34,49.42,32.13,35.8,37.67,36.63,37.92,37.37
site25,CH,Berne,18,17.96,22.51,22.89,21.42,18.48,20.64,18.86,21.33,20.27
site26,CH,Geneva,9.03,12.73,9.1,9.31,,9.03,7.88,9.88,9.15,9.51
site29,CH,St. Gallen Hofen,12.34,17.08,7.95,6.24,17.39,13.31,14.82,14.75,11.23,12.73
site30,CH,Zurich,62.93,61.01,63.89,64.93,66.2,66.27,66.48,63.47,65.32,64.53
site31,CY,Limassol,54.4,51.94,53.76,52.89,48.7,60.72,69.13,58.49,54.02,55.93
site32,CY,Nicosia,11.08,19.79,14.76,12.43,18.71,22.9,14.23,15.03,17.2,16.27
site36,CZ,Ostrava,617.62,415.75,408.41,683.76,790.92,723.71,567.95,533.78,651.7,601.16
site37,CZ,Prague,693.19,667.55,712.56,745.14,757.32,866.37,645.94,668.89,770.35,726.87
site39,DE,Chemnitz,276.52,258.61,285.26,291.06,282.13,277.79,260.61,265.24,284.06,276
site40,DE,Dortmund,0,0,0,0,0,0,0,0,0,0
site41,DE,Dresden,151.48,153.56,166.42,221.2,174.67,182.01,148.11,151.05,186.08,171.07
site42,DE,Dülmen,0,0,0,0,0,0,0,0,0,0
site43,DE,Erfurt,226.64,241.78,254.04,284.38,279.63,249.81,225.99,231.47,266.97,251.75
site49,DE,Munich Gut_Grosslappen,6.92,6.83,7.33,8.97,9.61,9.12,7.27,7.01,8.76,8.01
site52,DE,Saarbrucken (2),0,0,0,0,0,0,0,0,0,0
site54,DK,Copenhagen,19.68,8.81,20.99,21.73,46.89,21.31,26.31,18.27,27.73,23.68
site55,ES,Barcelona,82.27,96.67,127.05,127.69,130.68,98.03,85.44,88.12,120.86,106.83
site56,ES,Castellon,0,0,0,0,0,0,0,0,0,0
site57,ES,Madrid VdlV,6.34,8.86,6.3,4.82,4.86,8.28,7.01,7.4,6.06,6.64
site59,ES,Santiago,0,0,0,0,0,0,0,0,0,0
site60,ES,Valencia (3),9.21,7.96,8.78,6.75,8.54,8.93,6.63,7.93,8.25,8.12
site61,FI,Espoo,19.64,21.64,25.05,37.83,34.14,26.95,20.15,20.47,30.99,26.49
site62,FI,Helsinki,29.73,26.74,38.68,42.39,40.3,30.09,24.68,27.05,37.87,33.23
site84,FI,Tampere,6.9,6.59,5.43,6.69,4.83,6.58,4.42,5.97,5.88,5.92
site85,FI,Turku,13.51,10.98,10.16,14.47,17.41,12.17,12.1,12.2,13.55,12.97
site88,FR,Bordeaux I,0,0,0,0,0,0,0,0,0,0
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site93,GB,London,62.06,40.33,64.65,59.76,66.2,51.8,58.36,53.58,60.6,57.59
site94,GR,Athens,6.82,16.45,7.5,9.07,13.75,11.42,14.25,12.51,10.44,11.32
site95,GR,Eleusis,0.94,0.41,0.82,0.59,0.79,0.96,2.29,1.21,0.79,0.97
site98,HR,Zagreb,0,0,0,0,0,0,0,0,0,0
site99,IS,Reykjavik Klettagarðar,41.61,35.19,26.76,27.5,28.28,23.57,24.16,33.65,26.53,29.58
site100,IT,Bozen,0,0,0,0,0,0,0,0,0,0
site101,IT,Milan,17.49,17.27,14.36,15.4,23.32,15.95,27.56,20.77,17.26,18.76
site102,LT,Kaunas,40.33,34.55,37.47,44.87,40.54,35.18,25.54,33.47,39.51,36.93
site103,LT,Klaipeda,7.74,6.33,8.59,6.87,11.69,8.92,7.38,7.15,9.02,8.22
site104,LT,Vilnius,28.8,29.24,41.25,39.04,29.62,26.59,24.4,27.48,34.12,31.28
site105,LV,Riga,34.47,10.93,31.66,31.26,23.44,42.28,45.89,30.43,32.16,31.42
site107,NL,Amsterdam,39.04,19.58,24.59,25.98,34.44,29.45,47.37,35.33,28.61,31.49
site111,NL,Utrecht,13.89,10.7,5.9,6.45,5.26,4.91,14.45,13.01,5.63,8.79
site112,NO,Oslo,68.79,81.6,78.62,95.86,115,92.8,72.54,74.31,95.57,86.46
site113,PL,Krakow P,4.84,2.12,2.16,2.08,2,3.33,2.4,3.12,2.39,2.7
site114,PT,Almada,0,0,0,0,0,0,0,0,0,0
site115,PT,Lisbon,0,0,0,0,0,0,0,0,0,0
site116,PT,Porto,0,0,0,0,0,0,0,0,0,0
site121,SE,Gävle,2.28,3.2,1.16,2.45,1.22,1.08,1.04,2.17,1.48,1.78
site123,SE,Stockholm (2),13.98,13.82,12.8,14.66,13.28,12.71,14.78,14.19,13.36,13.72
site126,SE,Uppsala,1.5,1.73,2.33,2.3,2.11,1.58,1.96,1.73,2.08,1.93
site127,SI,Domžale-Kamnik,0.28,0.29,0.28,0.28,0.35,0.76,0.29,0.29,0.42,0.36
site128,SI,Koper,0.69,0.29,0.28,0.28,0.28,1.09,0.36,0.45,0.48,0.47
site129,SI,Ljubljana,6.24,43.9,38.47,11.5,6.22,4.52,4.94,18.36,15.18,16.54
site130,SI,Maribor,0.44,0.46,1.09,0.9,1.21,0.55,1.18,0.69,0.94,0.83
site131,SI,Novo mesto,0,0,0,0,0,0,0,0,0,0
site132,SI,Velenje,0,0,0,0,0,0,0,0,0,0
site137,TR,Istanbul (II-VII),20.29,16,14.76,13.86,13.99,15.42,19.05,18.45,14.51,16.2
