SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site1,AT,Graz,20.63,21.05,16.67,58.36,27.1,19.59,23.27,21.65,30.43,26.67
site2,AT,Hall-Wattens,6.82,8.33,10.47,9.3,10.84,11.9,10.95,8.7,10.63,9.8
site3,AT,Innsbruck,14.16,19.76,18.16,24.8,22.4,20.25,15.08,16.33,21.4,19.23
site4,AT,Kapfenberg,25.25,22.59,31.69,47.92,34.96,26.9,25.55,24.46,35.37,30.69
site7,AT,Mürzzuschlag,7.94,8.58,8.75,12.92,14.33,12.84,10.62,9.05,12.21,10.86
site8,AT,Purgstall,11.11,16.87,15.41,14.25,14.69,13.03,10.79,12.92,14.35,13.74
site9,AT,Region Millstattersee,2.97,2.71,3.8,2.64,2.79,1.94,1.13,2.27,2.79,2.57
site11,AT,Wasserverband Hofsteig,15.39,17.53,19.49,19.4,23.19,16.92,14.64,15.85,19.75,18.08
site14,BE,Antwerp Zuid,231.83,408.22,246.91,260.81,337.23,242.96,386.2,342.09,271.98,302.02
site15,BE,Boom,146.39,197.25,167.95,201.75,203.59,164.8,399.66,247.76,184.52,211.63
site17,BE,Brussels,53.21,44.33,53.71,42.96,36.11,51.11,44.24,47.26,45.97,46.52
site19,BE,Koksijde,105.93,92.92,64.99,60.8,139.88,56.5,255.09,151.31,80.54,110.87
site22,BE,Oostende,275.58,235.48,246.65,286.84,376.52,226.05,394.39,301.82,284.01,291.64
site24,CH,Basel,34.15,36.48,35.9,34.38,32.35,35.88,36.95,35.86,34.63,35.16
site25,CH,Berne,43.76,54.93,62.1,58.15,50.72,60.34,52.88,50.52,57.83,54.7
site26,CH,Geneva,9.29,9.01,9.92,6.91,,7.58,7.34,8.54,8.14,8.34
site29,CH,St. Gallen Hofen,47.67,72.24,75.64,62.98,38.77,59.7,75.87,65.26,59.27,61.84
site30,CH,Zurich,43.76,48.18,58.09,65.71,68.73,67.87,54.42,48.79,65.1,58.11
site31,CY,Limassol,4.67,4.22,4.87,4.67,4.34,5.95,5.15,4.68,4.96,4.84
site32,CY,Nicosia,2.01,2.52,1.76,2.3,2.63,2.47,2.59,2.37,2.29,2.33
site36,CZ,Ostrava,50.82,37.18,35.41,54.45,57.92,53.91,51.04,46.35,50.42,48.67
site37,CZ,Prague,76.32,81.01,88.09,81.86,84.4,79.42,77.9,78.41,83.44,81.29
site39,DE,Chemnitz,11.1,9.96,11.07,13.06,12.55,13.61,12.74,11.27,12.57,12.01
site40,DE,Dortmund,173.61,190.69,226.03,174.57,187.38,177.94,191.62,185.31,191.48,188.83
site41,DE,Dresden,32.01,36.63,47.95,44.11,34.62,27.95,24.83,31.16,38.66,35.44
site42,DE,Dülmen,144.19,139.46,191.69,215.63,165.4,180.31,150.79,144.82,188.26,169.64
site43,DE,Erfurt,40.31,38.27,45.08,44.84,57.71,51.39,42.52,40.37,49.75,45.73
site49,DE,Munich Gut_Grosslappen,21.54,21.28,24.77,29.82,33.76,25.79,26.32,23.05,28.53,26.18
site52,DE,Saarbrucken (2),331.31,325.13,344.31,329.4,332.94,382.38,341.37,332.6,347.26,340.98
site54,DK,Copenhagen,71.25,32.22,62.05,69.78,140.12,70.05,74.43,59.3,85.5,74.27
site55,ES,Barcelona,20.62,38.49,26.29,46.25,36.91,22.31,34.99,31.37,32.94,32.27
site56,ES,Castellon,0,0,0,0,0,0,0,0,0,0
site57,ES,Madrid VdlV,0,0,0,0,0,0,0,0,0,0
site59,ES,Santiago,28.21,3.49,3.28,3.38,3.3,3.26,25.39,19.03,3.3,10.04
site60,ES,Valencia (3),9.82,8.44,13.11,10.68,8.93,10.04,16.17,11.48,10.69,11.03
site61,FI,Espoo,112.94,127.55,126.25,150.43,141.96,101.57,86.21,108.9,130.05,120.99
site62,FI,Helsinki,199.61,186.21,191.35,248.6,239.06,181.15,165.21,183.68,215.04,201.6
site84,FI,Tampere,114.77,106.67,110.83,191.35,132.9,120.06,103.17,108.2,138.79,125.68
site85,FI,Turku,126.21,123.27,134.27,160.32,165.42,131.91,118.77,122.75,147.98,137.17
site88,FR,Bordeaux I,0,0,0,0,0,0,0,0,0,0
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site98,HR,Zagreb,112.52,83.26,97.11,134.95,140.31,94.96,356.55,184.11,116.83,145.67
site99,IS,Reykjavik Klettagarðar,282.07,342.8,320.29,387.9,341.42,318.09,253.76,292.88,341.93,320.91
site100,IT,Bozen,1.63,1.56,2.59,2.31,1.7,1.89,1.13,1.44,2.12,1.83
site101,IT,Milan,3.48,3.45,3.14,4.01,3.67,4.17,2.96,3.3,3.75,3.56
site102,LT,Kaunas,28.67,24.95,56.63,79.79,66.53,30.98,13.94,22.52,58.48,43.07
site103,LT,Klaipeda,32.87,17.68,16.56,19.89,23.99,14.1,10.43,20.33,18.64,19.36
site104,LT,Vilnius,25.89,35.2,33.56,38.42,34.43,31.44,27.34,29.47,34.46,32.32
site105,LV,Riga,77.47,26.21,68.71,54.97,33.09,72.96,71.99,58.56,57.43,57.91
site107,NL,Amsterdam,99.19,161.94,140.5,212.06,169.38,217.35,150.6,137.25,184.82,164.43
site111,NL,Utrecht,121.06,168.32,137.64,165.8,135.08,142.08,143.37,144.25,145.15,144.77
site112,NO,Oslo,121.22,135.35,131.03,190.2,228.18,184.13,122.17,126.25,183.38,158.9
site113,PL,Krakow P,54.71,59.21,59.96,85.98,66.58,68.78,66.07,60,70.32,65.9
site114,PT,Almada,0.77,0.74,2.1,2.48,1.47,1.69,0.85,0.79,1.93,1.44
site115,PT,Lisbon,3.04,3.23,2.71,3.29,2.97,3.6,3.62,3.3,3.14,3.21
site116,PT,Porto,2.24,1.35,1.3,2.32,2.25,2.72,1.82,1.8,2.15,2
site121,SE,Gävle,472.97,399.84,425.18,668.64,531.88,310.67,289.54,387.45,484.09,442.67
site123,SE,Stockholm (2),417.7,435.9,419,399.46,481.84,513.56,461.11,438.24,453.46,446.94
site126,SE,Uppsala,102.63,125.38,114.16,124.37,119.61,99.87,115.33,114.45,114.5,114.48
site127,SI,Domžale-Kamnik,2.19,2.71,3.56,4.07,6.82,4.33,3.78,2.89,4.69,3.92
site128,SI,Koper,3.91,6.02,14.89,5.53,6.22,6.83,14.17,8.03,8.37,8.22
site129,SI,Ljubljana,16.18,13.89,23.13,25.26,30.52,19.61,13.57,14.54,24.63,20.31
site130,SI,Maribor,13.75,8.33,13.53,24.98,31.66,17.82,13.78,11.95,22,17.69
site131,SI,Novo mesto,11.54,9.77,6.45,14.8,18.82,7.22,22.57,14.62,11.82,13.02
site132,SI,Velenje,57.06,86.44,52.1,85.14,115.06,72.13,119.66,87.72,81.11,83.94
site135,TR,Adana,1.2,0.56,0.43,0.27,0.52,0.44,0.36,0.7,0.41,0.54
site137,TR,Istanbul (II-VII),3.56,3.33,3.42,3.42,3.39,3.77,3.36,3.42,3.5,3.46
