SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site50,DE,Nuremberg,25.06,28.13,33.31,39.19,41.67,33.53,31.38,28.19,36.93,33.18
site52,DE,Saarbrucken (2),323.47,279.49,287.66,294.64,308.47,238.66,285.85,296.27,282.36,288.32
site56,ES,Castellon,0,0,0,0,0,0,0,0,0,0
site59,ES,Santiago,0,0,0,0,0,0,0,0,0,0
site61,FI,Espoo,163.94,152.9,170.31,179.92,199.97,163.11,143.27,153.37,178.32,167.63
site62,FI,Helsinki,221.41,219.7,237.13,286.65,314.66,296.16,253.93,231.68,283.65,261.38
site63,FI,Hämeenlinna,125.83,117.03,121.59,125.35,112.82,126.27,117.06,119.97,121.51,120.85
site64,FI,Joensuu,124.24,140.46,208.88,156.62,129.54,86.88,88.68,117.79,145.48,133.61
site65,FI,Jyväskylä,92.77,100.73,93.92,115.44,106,88.03,75.71,89.74,100.85,96.09
site66,FI,Kajaani,68.46,62.62,69.77,56.76,36.61,43.43,24.94,52.01,51.64,51.8
site67,FI,Kemi,225.23,257.18,246.27,300.76,280.57,279.6,265.44,249.28,276.8,265
site68,FI,Kokkola,32.25,36.59,27.44,25.04,31.04,28.68,33.54,34.13,28.05,30.65
site69,FI,Kotka,185.3,176.56,187.05,215.09,211.19,212.8,164.33,175.4,206.53,193.19
site70,FI,Kouvola,223.15,225.61,230.29,302.18,271.81,246.3,171.52,206.76,262.64,238.7
site71,FI,Kuopio,150.65,195.7,207.33,237.64,233.82,172.61,135.58,160.65,212.85,190.48
site72,FI,Lahti,294.12,342.31,349.51,418.75,381.46,298.88,314.45,316.96,362.15,342.78
site73,FI,Lappeenranta,85.95,87.74,109.83,91.31,96.78,72.7,59.85,77.85,92.66,86.31
site74,FI,Mariehamn,15.57,18.7,13.66,17.41,23.54,19,20.92,18.4,18.4,18.4
site75,FI,Mikkeli,106.25,109.7,120.96,150.26,142.23,139.17,119.24,111.73,138.15,126.83
site76,FI,Oulu,109.47,98.92,99.89,127.69,113.83,111.03,86.27,98.22,113.11,106.73
site77,FI,Pietarsaari,24.68,24.76,30.46,34.84,28.44,28.4,24.17,24.54,30.53,27.96
site78,FI,Pori,86.36,69.07,78.37,79.53,74.5,81.71,79.58,78.34,78.53,78.45
site79,FI,Rauma,56.29,50.69,46.51,61.7,82.04,72.09,58.83,55.27,65.59,61.17
site80,FI,Rovaniemi,127.09,134.21,162.27,198.32,242.48,194.56,131.29,130.86,199.41,170.03
site81,FI,Salo,145.98,153.53,153.44,185.92,158.17,181.13,177.2,158.91,169.66,165.05
site82,FI,Savonlinna,52.3,48.31,40.92,37.81,38.76,36.31,30.85,43.82,38.45,40.75
site83,FI,Seinäjoki,44.98,50.31,53.48,49.15,49.53,75.09,54.53,49.94,56.81,53.87
site84,FI,Tampere,117.57,142.72,191.52,222.44,158.59,139.62,127.48,129.26,178.04,157.13
site85,FI,Turku,92.06,94.01,103.75,125.75,124.08,128.98,104.2,96.76,120.64,110.4
site86,FI,Vaasa,145.29,169.97,175.46,212.58,209.24,164.95,173.24,162.84,190.56,178.68
site87,FI,Vihti,127.32,134.08,161.55,187.68,200.68,144.51,154.12,138.51,173.6,158.56
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site98,HR,Zagreb,348.64,1556.2,496.74,274.4,263.46,224.94,3932.49,1945.78,314.88,1013.84
site99,IS,Reykjavik Klettagarðar,265.77,358.62,371.46,374.31,357.93,333.01,266.19,296.86,359.18,332.47
site100,IT,Bozen,1.03,1.81,2.21,2.19,2.37,2.36,1.96,1.6,2.28,1.99
site101,IT,Milan,0,,0,0,0,,0,0,0,0
site102,LT,Kaunas,41.78,40.68,43.19,41.52,47.87,103.98,47.74,43.4,59.14,52.39
site103,LT,Klaipeda,14.89,22.71,15.48,45.56,21.91,21.66,19.54,19.05,26.15,23.11
site104,LT,Vilnius,69.76,45.44,44.84,70.27,45.28,40.76,37.99,51.06,50.29,50.62
site105,LV,Riga,31.44,54.98,57.42,61,62.34,69.53,37.42,41.28,62.57,53.45
site107,NL,Amsterdam,125.32,108.35,114.16,99.32,96.3,97.18,112.56,115.41,101.74,107.6
site108,NL,Eindhoven,214.32,285.44,246.29,330.42,216,232.92,375.33,291.7,256.41,271.53
site111,NL,Utrecht,141.31,127.6,173,175.4,242.6,176.13,193.49,154.13,191.78,175.65
site112,NO,Oslo,234.3,204.02,248.96,230.87,233.39,213.02,182.49,206.94,231.56,221.01
site113,PL,Krakow P,69.81,67.26,75.69,71.75,58.62,84.87,71.72,69.6,72.73,71.39
site114,PT,Almada,0.44,0.43,0.43,0,2.23,2.15,1.94,0.94,1.2,1.09
site115,PT,Lisbon,2,2.77,15.82,2.85,1.93,2.47,4.28,3.02,5.77,4.59
site116,PT,Porto,0,0,0,0,0,0,0,0,0,0
site119,RS,Novi Sad,72.4,62.06,71.13,64.09,55.66,79.99,82.95,72.47,67.72,69.76
site121,SE,Gävle,1423.91,759.5,761.22,802.1,794.44,578.81,691.63,958.35,734.14,830.23
site122,SE,Sandviken,427.9,501.37,503.47,576.57,552.65,674.74,623.15,517.47,576.86,551.41
site123,SE,Stockholm (2),320.95,346.31,318.34,305.93,398.94,303.57,315.75,327.67,331.69,329.97
site124,SE,Söderhamn,334.7,362.6,329.99,280.01,439.38,431.71,439.78,379.03,370.27,374.03
site126,SE,Uppsala,155.5,159.23,148.91,184.35,209.8,198.67,156.84,157.19,185.43,173.33
site127,SI,Domžale-Kamnik,0,0,0,0,0,0,0,0,0,0
site128,SI,Koper,0,0,0,0,,0,0,0,0,0
site129,SI,Ljubljana,12.73,10.1,13.13,14.29,18.7,16.95,12.53,11.79,15.77,14.06
site130,SI,Maribor,6.04,8.36,8.71,1.87,1.93,2.12,2.06,5.49,3.66,4.44
site131,SI,Novo mesto,2,6.41,2.15,2.09,2.11,1.99,1.86,3.43,2.09,2.66
site132,SI,Velenje,85.78,80.06,123.24,113.1,98.79,80.73,88.84,84.89,103.97,95.79
