SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site13,BE,Antwerp Deurne,1.84,1.72,2.43,2.65,2.08,3.83,1.86,1.19,2.61,2.34
site14,BE,Antwerp Zuid,12.59,29.83,24.23,23.95,21.06,30.38,19.68,20.7,24.91,23.11
site18,BE,Geraardsbergen,0.27,0.54,0.65,0.52,0.63,0.28,0.27,0.36,0.45,0.45
site21,BE,Ninove,0.46,0.23,0.66,0.39,0.67,0.54,0.46,0.38,0.43,0.49
site24,CH,Basel,13.48,16.17,14.51,12.63,16.22,12.63,13.27,14.31,14,14.13
site25,CH,Berne,13.92,13.37,8.83,5.34,5.42,12.85,11.89,13.06,8.11,10.23
site26,CH,Geneva,0,0,0,0,0,0,0,0,0,0
site27,CH,Lausanne,2.21,2.59,4.48,6.41,3.01,3.94,4.01,2.94,4.46,3.81
site28,CH,Lugano,0,0,0,0,0,0,0,0,0,0
site29,CH,St. Gallen Hofen,9.07,2.12,2.09,5.83,7.79,6.34,2.14,4.44,5.51,5.05
site30,CH,Zurich,17.38,20.84,21.57,22.84,25.05,25.39,19.45,19.22,23.71,21.79
site38,DE,Berlin (4),6.06,12.26,6.21,12.97,8.46,10.37,13.05,10.46,9.5,9.91
site40,DE,Dortmund,0,0,0,0,0,0,0,0,0,0
site41,DE,Dresden,131.77,119.54,115.67,135.83,114.98,153.54,159.8,137.04,130,133.02
site42,DE,Dülmen,0,0,0,0,0,0,0,0,0,0
site49,DE,Munich Gut_Grosslappen,0,0,0,0,0,0,0,0,0,0
site54,DK,Copenhagen,0,0,0,0,0,0,0,0,0,0
site55,ES,Barcelona,15.16,20.75,22.02,23.66,24.37,34.65,14.41,16.78,26.18,22.15
site56,ES,Castellon,0,0,0,0,0,0,0,0,0,0
site59,ES,Santiago,0,0,0,0,0,0,0,0,0,0
site60,ES,Valencia (3),0.97,1.34,1.32,1.08,1.14,1.3,1.17,1.16,1.21,1.19
site61,FI,Espoo,3.62,3.09,2.75,2.89,3.05,4.49,4.73,3.81,3.3,3.52
site62,FI,Helsinki,3.95,3.57,3.49,3.63,4.02,3.48,3.74,3.75,3.65,3.7
site64,FI,Joensuu,2.64,1.53,0.95,1.56,1.46,1.23,1.78,1.99,1.3,1.59
site65,FI,Jyväskylä,1.5,1.42,1.52,1.77,1.55,1.32,1.35,1.42,1.54,1.49
site69,FI,Kotka,2.3,1.59,1.73,1.75,1.82,1.98,2.11,2,1.82,1.9
site71,FI,Kuopio,7.63,6.83,5.39,5.91,5.75,4.38,7.15,7.2,5.36,6.15
site72,FI,Lahti,61.64,4.88,4.73,6.94,5.61,2.21,3.47,23.33,4.87,12.78
site73,FI,Lappeenranta,0.98,1.29,0.67,0.95,0.88,1.03,0.7,0.99,0.88,0.93
site76,FI,Oulu,1.51,1.11,1.62,1.2,0.99,1.08,1.39,1.34,1.22,1.27
site80,FI,Rovaniemi,2.64,2.24,2.09,2.04,2.09,1.89,2.68,2.52,2.03,2.24
site82,FI,Savonlinna,43.07,35.32,23.99,36.85,18.91,10.13,52.66,43.68,22.47,31.56
site84,FI,Tampere,1.2,1.24,2.49,1.65,1.66,1.21,1.21,1.21,1.75,1.52
site85,FI,Turku,3.83,3.21,3.98,3.34,3.41,3.04,4.81,3.95,3.44,3.66
site86,FI,Vaasa,1.74,2.74,4.34,4.39,4.71,4.22,4.39,2.96,4.42,3.79
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site92,GB,Bristol,2.78,2.59,2.06,1.9,1.73,1.74,1.52,2.3,1.86,2.05
site93,GB,London,0,0,0,0,0,0,0,0,0,0
site94,GR,Athens,6.28,3.9,5.46,5.52,5.42,5.91,4.57,4.92,5.58,5.3
site98,HR,Zagreb,0.67,0.66,0.65,0.64,1.51,0.62,0.68,0.67,0.85,0.77
site101,IT,Milan,5.19,4.99,5.05,5.16,6.07,5.66,5.48,5.22,5.48,5.37
site107,NL,Amsterdam,2.75,,5.08,1.73,1.31,2.41,4.48,2.41,2.63,2.96
site112,NO,Oslo,292.23,285.64,199.8,230.38,221.19,211.62,220.98,266.28,215.75,237.4
site114,PT,Almada,0.51,1.59,0.49,0.38,0.52,0.52,0.5,0.87,0.48,0.65
