SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site13,BE,Antwerp Deurne,95.91,91.23,136.77,118.44,132.9,170.18,95.71,62.38,129.31,120.16
site14,BE,Antwerp Zuid,144.14,202.41,185.12,212.19,226.03,304.38,216.37,187.64,231.93,212.95
site18,BE,Geraardsbergen,206.56,225.01,326.11,187.8,203.48,184.02,176.88,202.82,179.35,215.69
site21,BE,Ninove,98.39,101.82,192.64,133.5,154.44,119.63,105.38,101.86,120.14,129.4
site24,CH,Basel,13.56,15.62,14.2,14.72,32.56,10.18,15.05,14.75,17.92,16.56
site25,CH,Berne,16.03,16.58,19.08,17.16,19.5,17.14,21.32,17.98,18.22,18.12
site26,CH,Geneva,0,0,0,0,0,0,0,0,0,0
site27,CH,Lausanne,6.77,4.8,6.31,13.41,5.75,8.59,5.21,5.59,8.51,7.26
site28,CH,Lugano,0,0,0,0,0,0,0,0,0,0
site29,CH,St. Gallen Hofen,12.09,28.29,24.49,53.36,172.55,140.34,24.82,21.73,97.68,65.13
site30,CH,Zurich,13.33,14.66,20.63,34.17,53.27,26.87,16.62,14.87,33.74,25.65
site38,DE,Berlin (4),92.22,102.97,92.8,133.23,150.4,105.4,126.96,107.38,120.46,114.85
site40,DE,Dortmund,143.93,145.79,173.37,181.3,91.48,85.25,146.89,145.54,132.85,138.29
site41,DE,Dresden,22.85,21.73,9.64,16.81,33,30.71,19.32,21.3,22.54,22.01
site42,DE,Dülmen,48.63,54.13,69.69,100.74,95.74,51.52,52.97,57.48,75.24,67.63
site49,DE,Munich Gut_Grosslappen,13.83,13.43,13.71,26.71,38.52,35.79,13.32,13.66,28.58,22.19
site55,ES,Barcelona,21.05,20.89,28,32.22,37.75,43.56,25.07,22.34,35.38,29.79
site56,ES,Castellon,0,0,0,0,0,0,0,0,0,0
site59,ES,Santiago,0,0,0,0,0,0,0,0,0,0
site60,ES,Valencia (3),7.44,14.59,9.51,12.97,14.86,21.14,22.56,14.87,14.62,14.73
site61,FI,Espoo,41.73,41.53,48.03,60.07,58.47,46.3,44.26,42.51,53.22,48.63
site62,FI,Helsinki,60.04,58.54,67.73,79.13,89.38,67.3,57.59,58.72,75.88,68.53
site64,FI,Joensuu,24.55,18.4,17.42,28.77,20.75,11.6,25.64,22.86,19.63,21.02
site65,FI,Jyväskylä,51.63,45.77,47.62,54.91,54.07,47.43,47.68,48.36,51.01,49.87
site69,FI,Kotka,114.26,94.94,90.71,111.74,112.57,103.35,107.38,105.53,104.59,104.99
site71,FI,Kuopio,25.9,32.69,48.88,72.71,56.76,36.54,29.41,29.33,53.72,43.27
site72,FI,Lahti,110.66,136.91,150.48,166.96,160.1,122.12,130.07,125.88,149.92,139.62
site73,FI,Lappeenranta,18.79,19.19,24.93,29.79,25.97,20.64,20.85,19.61,25.33,22.88
site76,FI,Oulu,23.73,21.49,25.99,25.77,27.19,26.51,23.32,22.84,26.37,24.86
site80,FI,Rovaniemi,38.07,39.08,49.96,58.99,61.71,47.01,29.93,35.7,54.42,46.39
site82,FI,Savonlinna,15.64,12.42,13.42,24.33,27.34,28.62,15.64,14.57,23.43,19.63
site84,FI,Tampere,34.67,34.66,39.74,53.52,52.48,40.01,37.99,35.77,46.44,41.87
site85,FI,Turku,48.28,47.58,61.09,86.62,73.65,60.09,59.45,51.77,70.36,62.39
site86,FI,Vaasa,30.48,39.36,48.08,57.25,49.5,40.09,33.44,34.43,48.73,42.6
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site92,GB,Bristol,87.16,83.24,80.89,90.61,75.68,92.42,70.91,80.44,84.9,82.99
site93,GB,London,0,0,0,0,0,0,0,0,0,0
site94,GR,Athens,25,17.5,9.41,12.56,11.52,23.79,18.07,20.19,14.32,16.84
site98,HR,Zagreb,14.91,9.48,13.49,23.49,23.62,14.81,9.78,11.39,18.85,15.65
site101,IT,Milan,0,0,0,0,0,0,0,0,0,0
site107,NL,Amsterdam,71.76,155.41,103.52,78.28,74.48,122.29,23.82,83.66,94.64,89.94
site108,NL,Eindhoven,,248.42,144.88,204.76,158.92,141.37,324.03,286.22,162.48,203.73
site111,NL,Utrecht,268.21,82.13,52.91,61.96,42.07,53.33,216.87,189.07,52.56,111.06
site114,PT,Almada,1.84,2.69,0.49,0.38,0.52,0.52,1,1.84,0.48,1.06
