SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site69,FI,Kotka,110.82,109.33,105.93,112.26,104.99,95.5,75.59,98.58,104.67,102.06
site70,FI,Kouvola,174.18,144.52,140.93,182.81,173.39,144.47,131.13,149.94,160.4,155.92
site71,FI,Kuopio,116.36,84.95,117.8,84.06,93.6,61.56,31.88,77.73,89.25,84.32
site72,FI,Lahti,139.85,141.34,148.45,182.6,193.13,154.92,163.74,148.31,169.77,160.58
site73,FI,Lappeenranta,54.08,50.97,73.74,98.31,89.9,69.15,51.76,52.27,82.77,69.7
site74,FI,Mariehamn,58.64,49.01,60.1,73.28,75.22,,45.18,50.94,69.54,57.43
site75,FI,Mikkeli,90.55,109.48,112.06,118.2,103.2,74.97,65.3,88.45,102.11,96.25
site76,FI,Oulu,81.21,74.63,74.49,75.47,68.48,58.15,53.02,69.62,69.15,69.35
site78,FI,Pori,31.83,29.55,40.67,43.77,53.58,44.94,40.11,33.83,45.74,40.64
site80,FI,Rovaniemi,105.15,122.37,117.74,147.07,156.64,159.22,162.12,129.88,145.17,138.61
site82,FI,Savonlinna,21.95,20.97,25.88,25.25,20.03,15.29,10.79,17.9,21.61,20.02
site83,FI,Seinäjoki,61.49,54.22,58.43,80.53,58.73,50.58,38.05,51.25,62.07,57.43
site84,FI,Tampere,54.42,59.17,63.99,83.45,82.22,68.6,64.71,59.43,74.57,68.08
site85,FI,Turku,61.64,60.63,68.47,70.69,68.06,63.23,71.01,64.43,67.61,66.25
site86,FI,Vaasa,64.89,59.67,65.78,70.13,70.26,61.42,61.16,61.91,66.9,64.76
site88,FR,Bordeaux I,0,0,0,0,0,0,0,0,0,0
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site91,FR,Paris South Suburbs,0,0,0,0,0,0,0,0,0,0
site94,GR,Athens,8.82,5.09,9.68,11.15,9.91,11.09,4.72,6.21,10.46,8.64
site98,HR,Zagreb,64.92,86.12,117.49,78.23,95.75,49.92,40.14,63.73,85.35,76.08
site99,IS,Reykjavik Klettagarðar,209.94,178.1,213.18,230.02,228.55,223.18,185.55,191.2,223.73,209.79
site100,IT,Bozen,1.76,1.74,2.32,2.32,2.35,2.96,1.95,1.82,2.49,2.2
site101,IT,Milan,0,0,0,0,0,0,0,0,0,0
site102,LT,Kaunas,10.92,24.46,13.75,11.13,9.45,16.76,,17.69,12.77,14.41
site103,LT,Klaipeda,36.08,12.01,14.83,19.52,15.72,27.62,19.35,22.48,19.42,20.73
site104,LT,Vilnius,14.98,14.28,18.73,17.8,17.02,14.41,15.67,14.97,16.99,16.12
site107,NL,Amsterdam,131.83,142.98,103.23,105.23,199.52,244.47,152.55,142.45,163.11,154.26
site112,NO,Oslo,172.84,212.64,229.21,205.65,180.75,221.44,143.5,176.33,209.26,195.15
site114,PT,Almada,0.96,0.93,2.89,3.46,1.83,2.69,0.36,0.75,2.72,1.87
site115,PT,Lisbon,6.07,1.69,5.34,6.13,6.92,5.82,4.6,4.12,6.05,5.22
site116,PT,Porto,1.39,1.59,1.69,1.71,2.85,2.42,1.87,1.62,2.17,1.93
site127,SI,Domžale-Kamnik,7.05,4.21,4.74,7.15,7.97,4.4,33.35,14.87,6.06,9.84
site129,SI,Ljubljana,19.67,18.34,,25.05,25.87,16.59,17.89,18.63,22.5,20.57
site130,SI,Maribor,0.78,1.14,1.37,10.94,11.24,0.75,0.78,0.9,6.08,3.86
site133,SK,Bratislava (2),17.13,15.27,24.73,18.23,19.57,22.96,15.74,16.05,21.37,19.09
site134,SK,Piestany,41.92,32.33,11.11,23.42,30.28,23.89,5.49,26.58,22.18,24.06
site136,TR,Istanbul I,4.44,3.79,3.64,5.84,4.69,4.2,3.46,3.9,4.59,4.29
