SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site84,FI,Tampere,23.46,20.8,25.03,27.46,24.7,16.38,17.7,20.65,23.39,22.22
site85,FI,Turku,5.79,6.65,6.38,5.79,4.64,4.81,5.47,5.97,5.41,5.65
site86,FI,Vaasa,19.68,20.77,23.97,21.24,18.42,15.75,13.53,17.99,19.85,19.05
site88,FR,Bordeaux I,0,0,0,0,0,0,0,0,0,0
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site91,FR,Paris South Suburbs,0,0,0,0,0,0,0,0,0,0
site92,GB,Bristol,7.19,8.89,8.8,8.51,4.87,8.25,9.67,8.58,7.61,8.03
site98,HR,Zagreb,0,0,0,0,0,0,0,0,0,0
site99,IS,Reykjavik Klettagarðar,38.15,30.43,39.12,31.38,26.82,26.82,25.2,31.26,31.03,31.13
site100,IT,Bozen,1,1.27,1.07,0.97,0.93,0.96,1.32,1.2,0.98,1.07
site101,IT,Milan,10.61,10.66,10.61,12.41,21.19,11.43,13.58,11.62,13.91,12.93
site102,LT,Kaunas,40.48,41.34,46.72,49.16,48.51,37.92,131.43,71.08,45.58,56.51
site103,LT,Klaipeda,7.14,4.7,7.11,6.58,3.81,6.36,17.78,9.88,5.96,7.64
site104,LT,Vilnius,29.73,29.96,33.76,38.53,36.86,32.03,37.57,32.42,35.3,34.06
site107,NL,Amsterdam,19.43,25.98,17.93,26.19,35.13,50.93,24.47,23.29,32.54,28.58
site108,NL,Eindhoven,5.04,1.62,2.35,2.41,2.69,2.24,2.5,3.05,2.42,2.69
site111,NL,Utrecht,0,0,0,0,0,0,0,0,0,0
site112,NO,Oslo,24.77,29.97,50.52,45.33,39.84,46.84,29.89,28.21,45.63,38.17
site114,PT,Almada,0.08,0.08,0.39,5.34,0.68,0.91,0.14,0.1,1.83,1.09
site115,PT,Lisbon,2.02,0.34,1.54,2.01,3.41,1.92,1.67,1.34,2.22,1.85
site116,PT,Porto,0.15,0.14,0.48,0.48,0.62,0.39,0.28,0.19,0.49,0.36
site127,SI,Domžale-Kamnik,0,0,0,0,0,0,0,0,0,0
site129,SI,Ljubljana,3.49,3.05,,2.38,1.9,1.37,1.63,2.72,1.89,2.3
site130,SI,Maribor,0,0,0,0,0,0,0,0,0,0
site133,SK,Bratislava (2),129.17,115.42,176.38,139.7,138.7,147.1,120.94,121.84,150.47,138.2
site134,SK,Piestany,122.77,126.77,37.03,93.04,104.19,66.02,23.47,91,75.07,81.9
site136,TR,Istanbul I,8.25,6.79,10.06,47.05,40,17.41,10.28,8.44,28.63,19.98
