SiteID,country,city,Wednesday,Thursday,Friday,Saturday,Sunday,Monday,Tuesday,Weekday mean,Weekend mean,Daily mean
site5,AT,Klosterneuburg,0,0,0,0,0,0,0,0,0,0
site13,BE,Antwerp Deurne,17.3,15.07,13.46,14.22,13.41,12.75,14.84,15.74,13.46,14.43
site14,BE,Antwerp Zuid,8.16,8.46,7.44,6.09,10.5,11.09,9.91,8.85,8.78,8.81
site17,BE,Brussels,3.86,3.35,3.95,3.78,3.59,3.99,3.15,3.45,3.83,3.67
site18,BE,Geraardsbergen,0,0,0,0,0,0,0,0,0,0
site19,BE,Koksijde,1.06,0.65,1.44,1.29,1.17,0.95,0.91,0.87,1.21,1.07
site21,BE,Ninove,0.89,0.73,0.71,0.68,0.98,1.5,1.59,1.07,0.99,1.01
site22,BE,Oostende,0.6,0.88,0.91,0.69,0.79,2.05,1.75,1.08,1.11,1.1
site24,CH,Basel,4.19,4.17,3.85,11.46,108.14,4.11,288.8,99.05,31.89,60.67
site25,CH,Berne,12.1,10.98,11.6,17.35,12.37,12.22,10.94,11.34,13.38,12.51
site26,CH,Geneva,7.42,5.96,6.03,6.31,6.6,6.16,5.52,6.3,6.28,6.29
site27,CH,Lausanne,3.04,2.23,2.57,2.28,2.73,1.76,1.59,2.29,2.33,2.32
site28,CH,Lugano,0,0,0,0,0,0,0,0,0,0
site29,CH,St. Gallen Hofen,0,0,0,0,0,0,0,0,0,0
site30,CH,Zurich,22.38,18.01,21.91,24.88,30.92,23.28,21.1,20.5,25.25,23.21
site31,CY,Limassol,32.25,36.26,35.11,27.32,29.58,33.88,31.46,33.32,31.47,32.27
site32,CY,Nicosia,4.98,7.35,7.62,19.85,9.8,16.57,7.35,6.56,13.46,10.5
site34,CZ,Budweis,165.77,171.51,173.46,162.18,124.98,181.68,148.73,162,160.57,161.18
site38,DE,Berlin (4),8.74,9.18,8.33,8.18,10.88,10.21,8.86,8.93,9.4,9.2
site40,DE,Dortmund,0,0,0,0,0,0,0,0,0,0
site41,DE,Dresden,127.35,133.15,138.37,128.97,182.94,160.37,178.85,146.45,152.66,150
site42,DE,Dülmen,0,0,0,0,0,0,0,0,0,0
site49,DE,Munich Gut_Grosslappen,3.49,,6.81,9.45,,7.61,8.52,6,7.96,7.18
site54,DK,Copenhagen,13.44,11.65,11.09,10.37,11.21,13.75,10.08,12.06,11.35,11.66
site55,ES,Barcelona,33.98,41.19,42.9,28.52,29.58,28.41,29.12,34.76,32.35,33.38
site56,ES,Castellon,0,0,0,0,0,0,0,0,0,0
site58,ES,Molina de Segura,0,0,0,0,0,0,0,0,0,0
site59,ES,Santiago,0,0,0,0,0,0,0,0,0,0
site60,ES,Valencia (3),1.09,0.65,0.9,0.96,0.8,1.58,2.11,1.28,1.06,1.16
site61,FI,Espoo,4.67,4.16,3.28,4.65,5.66,5.27,4.06,4.3,4.72,4.54
site62,FI,Helsinki,4.01,3.56,5.18,6.53,6.55,5.04,4.34,3.97,5.83,5.03
site84,FI,Tampere,4.61,3.39,3.49,2.28,3.44,3.33,4.07,4.03,3.14,3.52
site85,FI,Turku,12.01,13.09,12.78,11.38,10.56,11.61,9.28,11.46,11.58,11.53
site90,FR,Paris Seine Centre,0,0,0,0,0,0,0,0,0,0
site92,GB,Bristol,1.04,1.23,1.11,0.1,2.74,1.2,0.89,1.13,1.23,1.19
site93,GB,London,0,0,0,0,0,0,0,0,0,0
site94,GR,Athens,3.69,4.41,5.53,4.8,5.52,3.13,3.72,3.94,4.75,4.4
site96,GR,Mytilene,0,0,0,0,0,0,0,0,0,0
site97,GR,Thessaloniki,0,0,0,0,0,0,0,0,0,0
site98,HR,Zagreb,0,0,0,0,0,0,0,0,0,0
site99,IS,Reykjavik Klettagarðar,14.8,18.33,21.02,12.6,13.6,16.6,12.8,15.31,15.95,15.68
site101,IT,Milan,12.32,9.35,9.44,9.29,10.17,11.35,8.46,10.37,9.81,10.05
site106,MT,Malta,0.67,0.3,0.08,0.07,0.08,0.08,0.08,0.35,0.08,0.19
site107,NL,Amsterdam,6.8,5.2,5.24,7.79,6.76,4.13,12.79,8.26,5.98,6.96
site111,NL,Utrecht,0,0,0,0,0,0,0,0,0,0
site112,NO,Oslo,114.58,178.66,111.57,175.12,100.47,318.52,207.61,166.95,176.42,172.36
site114,PT,Almada,0,0,0,0,0,0,0,0,0,0
site115,PT,Lisbon,0,0,0,0,0,0,0,0,0,0
site116,PT,Porto,0.54,0.49,0.38,0.52,0.12,0.45,0.4,0.48,0.37,0.41
site133,SK,Bratislava (2),133.15,123.6,108.14,118.89,166.5,171.72,189.52,121.63,161.66,144.5
site134,SK,Piestany,96.08,61.61,137.68,180.32,169.42,179.96,97.97,85.22,166.84,131.86
